times,type,counts
2011-04-07,WatchEvent,5543
2011-04-07,CommitCommentEvent,612
2011-04-07,PushEvent,25052
2011-04-07,FollowEvent,1674
2011-04-07,GistEvent,1700
2011-04-07,DeleteEvent,461
2011-04-07,ForkEvent,1474
2011-04-07,CreateEvent,6216
2011-04-07,MemberEvent,323
2011-04-08,IssuesEvent,2135
2011-04-08,DeleteEvent,447
2011-04-08,ForkApplyEvent,114
2011-04-08,PublicEvent,33
2011-04-08,GistEvent,1692
2011-04-08,ForkEvent,1423
2011-04-08,IssueCommentEvent,2069
2011-04-08,WatchEvent,5519
2011-04-08,CreateEvent,6161
2011-04-08,GollumEvent,1105
2011-04-08,PushEvent,24290
2011-04-08,FollowEvent,1503
2011-04-08,MemberEvent,339
2011-04-08,DownloadEvent,213
2011-04-08,CommitCommentEvent,671
2011-04-08,PullRequestEvent,1007
2011-04-09,CreateEvent,4431
2011-04-09,WatchEvent,3716
2011-04-09,PushEvent,17252
2011-04-09,DownloadEvent,171
2011-04-09,ForkEvent,1146
2011-04-09,IssuesEvent,1092
2011-04-09,GollumEvent,865
2011-04-09,MemberEvent,228
2011-04-09,GistEvent,1025
2011-04-09,IssueCommentEvent,1520
2011-04-09,DeleteEvent,240
2011-04-09,FollowEvent,1058
2011-04-09,CommitCommentEvent,359
2011-04-09,PublicEvent,16
2011-04-09,PullRequestEvent,656
2011-04-09,ForkApplyEvent,120
2011-04-10,GistEvent,1138
2011-04-10,IssuesEvent,2206
2011-04-10,GollumEvent,1072
2011-04-10,DeleteEvent,282
2011-04-10,WatchEvent,4413
2011-04-10,CreateEvent,4433
2011-04-10,PublicEvent,35
2011-04-10,ForkEvent,971
2011-04-10,ForkApplyEvent,110
2011-04-10,CommitCommentEvent,526
2011-04-10,FollowEvent,1248
2011-04-10,MemberEvent,192
2011-04-10,DownloadEvent,244
2011-04-10,IssueCommentEvent,2158
2011-04-10,PullRequestEvent,784
2011-04-10,PushEvent,19577
2011-04-11,DownloadEvent,216
2011-04-11,WatchEvent,6051
2011-04-11,PullRequestEvent,1177
2011-04-11,ForkApplyEvent,120
2011-04-11,GistEvent,1625
2011-04-11,PushEvent,26254
2011-04-11,GollumEvent,1129
2011-04-11,IssueCommentEvent,3068
2011-04-11,DeleteEvent,534
2011-04-11,CreateEvent,6852
2011-04-11,FollowEvent,2204
2011-04-11,ForkEvent,1432
2011-04-11,CommitCommentEvent,622
2011-04-11,MemberEvent,343
2011-04-11,PublicEvent,40
2011-04-11,IssuesEvent,2650
2011-04-12,PublicEvent,52
2011-04-12,IssueCommentEvent,3351
2011-04-12,FollowEvent,1649
2011-04-12,GistEvent,1675
2011-04-12,IssuesEvent,2548
2011-04-12,DeleteEvent,472
2011-04-12,ForkApplyEvent,123
2011-04-12,CreateEvent,6724
2011-04-12,MemberEvent,342
2011-04-12,CommitCommentEvent,791
2011-04-12,GollumEvent,1546
2011-04-12,ForkEvent,1492
2011-04-12,PushEvent,25082
2011-04-12,PullRequestEvent,1204
2011-04-12,WatchEvent,5809
2011-04-12,DownloadEvent,184
2011-04-13,ForkApplyEvent,110
2011-04-13,MemberEvent,387
2011-04-13,IssuesEvent,2653
2011-04-13,CommitCommentEvent,898
2011-04-13,IssueCommentEvent,3342
2011-04-13,PushEvent,26090
2011-04-13,FollowEvent,1563
2011-04-13,CreateEvent,6727
2011-04-13,DeleteEvent,551
2011-04-13,ForkEvent,1499
2011-04-13,GistEvent,1763
2011-04-13,GollumEvent,1337
2011-04-13,PublicEvent,59
2011-04-13,DownloadEvent,193
2011-04-13,WatchEvent,6185
2011-04-13,PullRequestEvent,1232
2011-04-14,ForkApplyEvent,106
2011-04-14,PullRequestEvent,1247
2011-04-14,GollumEvent,1341
2011-04-14,WatchEvent,6059
2011-04-14,FollowEvent,1789
2011-04-14,IssuesEvent,2783
2011-04-14,CreateEvent,6180
2011-04-14,CommitCommentEvent,877
2011-04-14,ForkEvent,1513
2011-04-14,MemberEvent,363
2011-04-14,PublicEvent,34
2011-04-14,GistEvent,1887
2011-04-14,IssueCommentEvent,3705
2011-04-14,PushEvent,26863
2011-04-14,DownloadEvent,201
2011-04-14,DeleteEvent,558
2011-04-15,WatchEvent,5801
2011-04-15,ForkApplyEvent,110
2011-04-15,CommitCommentEvent,781
2011-04-15,GollumEvent,1038
2011-04-15,CreateEvent,6090
2011-04-15,MemberEvent,305
2011-04-15,PublicEvent,45
2011-04-15,FollowEvent,1720
2011-04-15,ForkEvent,1402
2011-04-15,IssueCommentEvent,5245
2011-04-15,GistEvent,1544
2011-04-15,PushEvent,25612
2011-04-15,PullRequestEvent,1175
2011-04-15,DownloadEvent,156
2011-04-15,IssuesEvent,3744
2011-04-15,DeleteEvent,1365
2011-04-16,PullRequestEvent,754
2011-04-16,DeleteEvent,464
2011-04-16,FollowEvent,1207
2011-04-16,MemberEvent,215
2011-04-16,IssueCommentEvent,3165
2011-04-16,ForkApplyEvent,91
2011-04-16,GollumEvent,820
2011-04-16,IssuesEvent,2096
2011-04-16,WatchEvent,3905
2011-04-16,PushEvent,18091
2011-04-16,DownloadEvent,164
2011-04-16,CreateEvent,4738
2011-04-16,GistEvent,1127
2011-04-16,ForkEvent,928
2011-04-16,PublicEvent,29
2011-04-16,CommitCommentEvent,512
2011-04-17,CreateEvent,5129
2011-04-17,PushEvent,19319
2011-04-17,IssueCommentEvent,2262
2011-04-17,WatchEvent,3868
2011-04-17,CommitCommentEvent,482
2011-04-17,ForkEvent,891
2011-04-17,DownloadEvent,171
2011-04-17,ForkApplyEvent,78
2011-04-17,FollowEvent,1082
2011-04-17,GollumEvent,809
2011-04-17,IssuesEvent,1658
2011-04-17,PullRequestEvent,767
2011-04-17,DeleteEvent,361
2011-04-17,GistEvent,1011
2011-04-17,PublicEvent,25
2011-04-17,MemberEvent,189
2011-04-18,WatchEvent,5815
2011-04-18,PublicEvent,45
2011-04-18,CommitCommentEvent,724
2011-04-18,ForkApplyEvent,130
2011-04-18,PullRequestEvent,1160
2011-04-18,CreateEvent,5913
2011-04-18,FollowEvent,1553
2011-04-18,GollumEvent,1220
2011-04-18,MemberEvent,316
2011-04-18,DownloadEvent,214
2011-04-18,IssueCommentEvent,3761
2011-04-18,DeleteEvent,463
2011-04-18,PushEvent,25039
2011-04-18,IssuesEvent,2801
2011-04-18,ForkEvent,1322
2011-04-18,GistEvent,1616
2011-04-19,PublicEvent,69
2011-04-19,WatchEvent,6151
2011-04-19,CommitCommentEvent,711
2011-04-19,ForkEvent,1428
2011-04-19,IssueCommentEvent,3496
2011-04-19,GollumEvent,1566
2011-04-19,PushEvent,27114
2011-04-19,PullRequestEvent,1204
2011-04-19,CreateEvent,8293
2011-04-19,MemberEvent,336
2011-04-19,FollowEvent,1719
2011-04-19,ForkApplyEvent,139
2011-04-19,DownloadEvent,154
2011-04-19,GistEvent,1772
2011-04-19,IssuesEvent,2577
2011-04-19,DeleteEvent,586
2011-04-20,PushEvent,25412
2011-04-20,GistEvent,1732
2011-04-20,IssuesEvent,3213
2011-04-20,ForkApplyEvent,115
2011-04-20,WatchEvent,5779
2011-04-20,DeleteEvent,470
2011-04-20,IssueCommentEvent,4257
2011-04-20,GollumEvent,1302
2011-04-20,PullRequestEvent,1098
2011-04-20,DownloadEvent,217
2011-04-20,ForkEvent,1412
2011-04-20,CreateEvent,6087
2011-04-20,CommitCommentEvent,655
2011-04-20,PublicEvent,45
2011-04-20,FollowEvent,1659
2011-04-20,MemberEvent,407
2011-04-21,DownloadEvent,249
2011-04-21,DeleteEvent,878
2011-04-21,WatchEvent,6214
2011-04-21,GollumEvent,1172
2011-04-21,CreateEvent,6219
2011-04-21,PullRequestEvent,1153
2011-04-21,ForkApplyEvent,154
2011-04-21,PublicEvent,38
2011-04-21,ForkEvent,1466
2011-04-21,IssueCommentEvent,3274
2011-04-21,GistEvent,1598
2011-04-21,IssuesEvent,2486
2011-04-21,FollowEvent,1812
2011-04-21,CommitCommentEvent,749
2011-04-21,PushEvent,25584
2011-04-21,MemberEvent,287
2011-04-22,PullRequestEvent,903
2011-04-22,GistEvent,1540
2011-04-22,FollowEvent,1248
2011-04-22,WatchEvent,4977
2011-04-22,DownloadEvent,152
2011-04-22,IssuesEvent,1936
2011-04-22,IssueCommentEvent,2466
2011-04-22,CreateEvent,5123
2011-04-22,CommitCommentEvent,635
2011-04-22,GollumEvent,834
2011-04-22,ForkEvent,1171
2011-04-22,PushEvent,22042
2011-04-22,DeleteEvent,463
2011-04-22,ForkApplyEvent,88
2011-04-22,PublicEvent,27
2011-04-22,MemberEvent,255
2011-04-23,ForkApplyEvent,122
2011-04-23,IssuesEvent,1532
2011-04-23,CommitCommentEvent,418
2011-04-23,GistEvent,1257
2011-04-23,DeleteEvent,367
2011-04-23,DownloadEvent,146
2011-04-23,PushEvent,17207
2011-04-23,PublicEvent,25
2011-04-23,FollowEvent,1043
2011-04-23,PullRequestEvent,720
2011-04-23,MemberEvent,134
2011-04-23,GollumEvent,768
2011-04-23,CreateEvent,4121
2011-04-23,WatchEvent,3721
2011-04-23,ForkEvent,857
2011-04-23,IssueCommentEvent,1876
2011-04-24,GistEvent,1158
2011-04-24,DownloadEvent,166
2011-04-24,DeleteEvent,456
2011-04-24,ForkEvent,826
2011-04-24,MemberEvent,102
2011-04-24,FollowEvent,986
2011-04-24,CommitCommentEvent,418
2011-04-24,GollumEvent,802
2011-04-24,CreateEvent,4429
2011-04-24,WatchEvent,3604
2011-04-24,ForkApplyEvent,140
2011-04-24,PushEvent,18268
2011-04-24,IssuesEvent,1495
2011-04-24,PullRequestEvent,569
2011-04-24,PublicEvent,35
2011-04-24,IssueCommentEvent,1782
2011-04-25,FollowEvent,1161
2011-04-25,PullRequestEvent,961
2011-04-25,CreateEvent,4807
2011-04-25,DeleteEvent,827
2011-04-25,PushEvent,21398
2011-04-25,WatchEvent,4642
2011-04-25,GistEvent,1316
2011-04-25,DownloadEvent,164
2011-04-25,MemberEvent,386
2011-04-25,ForkEvent,1151
2011-04-25,CommitCommentEvent,590
2011-04-25,IssuesEvent,1793
2011-04-25,IssueCommentEvent,2464
2011-04-25,ForkApplyEvent,117
2011-04-25,GollumEvent,795
2011-04-25,PublicEvent,39
2011-04-26,PushEvent,25623
2011-04-26,FollowEvent,1718
2011-04-26,ForkApplyEvent,150
2011-04-26,GollumEvent,1083
2011-04-26,GistEvent,1711
2011-04-26,CommitCommentEvent,596
2011-04-26,IssuesEvent,2202
2011-04-26,PullRequestEvent,1375
2011-04-26,WatchEvent,5939
2011-04-26,IssueCommentEvent,3003
2011-04-26,PublicEvent,42
2011-04-26,CreateEvent,5810
2011-04-26,MemberEvent,356
2011-04-26,DownloadEvent,178
2011-04-26,DeleteEvent,653
2011-04-26,ForkEvent,2115
2011-04-27,PublicEvent,52
2011-04-27,IssueCommentEvent,2867
2011-04-27,PushEvent,23493
2011-04-27,MemberEvent,322
2011-04-27,ForkEvent,1395
2011-04-27,ForkApplyEvent,75
2011-04-27,IssuesEvent,2170
2011-04-27,GollumEvent,1047
2011-04-27,PullRequestEvent,1278
2011-04-27,CreateEvent,5252
2011-04-27,CommitCommentEvent,706
2011-04-27,WatchEvent,4914
2011-04-27,DownloadEvent,190
2011-04-27,DeleteEvent,429
2011-04-27,FollowEvent,1579
2011-04-27,GistEvent,1517
2011-04-28,DownloadEvent,160
2011-04-28,GollumEvent,768
2011-04-28,WatchEvent,4297
2011-04-28,FollowEvent,1629
2011-04-28,PublicEvent,42
2011-04-28,CommitCommentEvent,646
2011-04-28,IssueCommentEvent,2620
2011-04-28,ForkApplyEvent,79
2011-04-28,ForkEvent,1305
2011-04-28,MemberEvent,243
2011-04-28,GistEvent,1291
2011-04-28,CreateEvent,5283
2011-04-28,PullRequestEvent,1086
2011-04-28,PushEvent,21963
2011-04-28,DeleteEvent,603
2011-04-28,IssuesEvent,1937
2011-04-29,WatchEvent,4918
2011-04-29,PublicEvent,37
2011-04-29,PullRequestEvent,1231
2011-04-29,DownloadEvent,193
2011-04-29,IssueCommentEvent,2816
2011-04-29,DeleteEvent,528
2011-04-29,FollowEvent,1482
2011-04-29,GollumEvent,1019
2011-04-29,CommitCommentEvent,720
2011-04-29,ForkApplyEvent,131
2011-04-29,GistEvent,1596
2011-04-29,PushEvent,25164
2011-04-29,ForkEvent,1397
2011-04-29,MemberEvent,370
2011-04-29,CreateEvent,8634
2011-04-29,IssuesEvent,2234
2011-04-30,ForkApplyEvent,107
2011-04-30,WatchEvent,3746
2011-04-30,GistEvent,995
2011-04-30,MemberEvent,225
2011-04-30,DeleteEvent,339
2011-04-30,PushEvent,17310
2011-04-30,CreateEvent,4018
2011-04-30,DownloadEvent,125
2011-04-30,IssuesEvent,3290
2011-04-30,IssueCommentEvent,3181
2011-04-30,ForkEvent,911
2011-04-30,FollowEvent,1014
2011-04-30,PullRequestEvent,702
2011-04-30,PublicEvent,32
2011-04-30,GollumEvent,672
2011-04-30,CommitCommentEvent,392
2011-05-01,IssueCommentEvent,2711
2011-05-01,ForkEvent,877
2011-05-01,DownloadEvent,186
2011-05-01,PushEvent,19009
2011-05-01,ForkApplyEvent,107
2011-05-01,IssuesEvent,2287
2011-05-01,WatchEvent,3606
2011-05-01,PullRequestEvent,758
2011-05-01,MemberEvent,135
2011-05-01,DeleteEvent,358
2011-05-01,CreateEvent,5060
2011-05-01,GistEvent,1062
2011-05-01,CommitCommentEvent,466
2011-05-01,PublicEvent,29
2011-05-01,GollumEvent,633
2011-05-01,FollowEvent,948
2011-05-02,CreateEvent,5058
2011-05-02,GollumEvent,739
2011-05-02,WatchEvent,4279
2011-05-02,ForkApplyEvent,63
2011-05-02,FollowEvent,1298
2011-05-02,IssuesEvent,1827
2011-05-02,DeleteEvent,344
2011-05-02,CommitCommentEvent,630
2011-05-02,GistEvent,1294
2011-05-02,PushEvent,21498
2011-05-02,PullRequestEvent,1042
2011-05-02,MemberEvent,318
2011-05-02,ForkEvent,1149
2011-05-02,IssueCommentEvent,2485
2011-05-02,DownloadEvent,169
2011-05-02,PublicEvent,41
2011-05-03,CommitCommentEvent,730
2011-05-03,CreateEvent,6029
2011-05-03,PullRequestEvent,1221
2011-05-03,GollumEvent,931
2011-05-03,FollowEvent,1615
2011-05-03,PushEvent,26744
2011-05-03,WatchEvent,5554
2011-05-03,GistEvent,1540
2011-05-03,ForkEvent,1425
2011-05-03,IssuesEvent,2796
2011-05-03,DeleteEvent,473
2011-05-03,DownloadEvent,163
2011-05-03,PublicEvent,44
2011-05-03,IssueCommentEvent,3392
2011-05-03,ForkApplyEvent,91
2011-05-03,MemberEvent,331
2011-05-04,ForkApplyEvent,94
2011-05-04,PullRequestEvent,1489
2011-05-04,GollumEvent,1485
2011-05-04,IssuesEvent,2666
2011-05-04,DeleteEvent,642
2011-05-04,CommitCommentEvent,922
2011-05-04,ForkEvent,1725
2011-05-04,FollowEvent,1751
2011-05-04,MemberEvent,337
2011-05-04,PushEvent,27769
2011-05-04,PublicEvent,31
2011-05-04,CreateEvent,6936
2011-05-04,GistEvent,1380
2011-05-04,WatchEvent,5820
2011-05-04,DownloadEvent,271
2011-05-04,IssueCommentEvent,3551
2011-05-05,IssuesEvent,2699
2011-05-05,ForkEvent,1647
2011-05-05,IssueCommentEvent,3556
2011-05-05,GollumEvent,1305
2011-05-05,GistEvent,1664
2011-05-05,PublicEvent,54
2011-05-05,CommitCommentEvent,780
2011-05-05,PullRequestEvent,1462
2011-05-05,WatchEvent,6009
2011-05-05,MemberEvent,423
2011-05-05,DeleteEvent,581
2011-05-05,PushEvent,28684
2011-05-05,DownloadEvent,178
2011-05-05,FollowEvent,1761
2011-05-05,CreateEvent,6687
2011-05-05,ForkApplyEvent,76
2011-05-06,GollumEvent,1020
2011-05-06,DeleteEvent,433
2011-05-06,CreateEvent,5428
2011-05-06,GistEvent,1457
2011-05-06,IssueCommentEvent,2927
2011-05-06,IssuesEvent,2836
2011-05-06,PushEvent,25242
2011-05-06,ForkEvent,1507
2011-05-06,PublicEvent,56
2011-05-06,ForkApplyEvent,82
2011-05-06,CommitCommentEvent,605
2011-05-06,MemberEvent,299
2011-05-06,FollowEvent,1635
2011-05-06,DownloadEvent,161
2011-05-06,WatchEvent,4825
2011-05-06,PullRequestEvent,1310
2011-05-07,GistEvent,884
2011-05-07,DownloadEvent,178
2011-05-07,CommitCommentEvent,438
2011-05-07,ForkApplyEvent,39
2011-05-07,PublicEvent,27
2011-05-07,ForkEvent,882
2011-05-07,PushEvent,17176
2011-05-07,PullRequestEvent,771
2011-05-07,IssuesEvent,1494
2011-05-07,FollowEvent,1007
2011-05-07,WatchEvent,3361
2011-05-07,IssueCommentEvent,1727
2011-05-07,DeleteEvent,436
2011-05-07,CreateEvent,4175
2011-05-07,GollumEvent,755
2011-05-07,MemberEvent,211
2011-05-08,IssuesEvent,1583
2011-05-08,WatchEvent,3675
2011-05-08,DeleteEvent,377
2011-05-08,IssueCommentEvent,2802
2011-05-08,PullRequestEvent,806
2011-05-08,GistEvent,758
2011-05-08,FollowEvent,989
2011-05-08,PushEvent,19256
2011-05-08,DownloadEvent,225
2011-05-08,ForkApplyEvent,71
2011-05-08,ForkEvent,908
2011-05-08,CreateEvent,4290
2011-05-08,CommitCommentEvent,476
2011-05-08,GollumEvent,830
2011-05-08,PublicEvent,23
2011-05-08,MemberEvent,175
2011-05-09,WatchEvent,5280
2011-05-09,IssuesEvent,2511
2011-05-09,MemberEvent,339
2011-05-09,IssueCommentEvent,3159
2011-05-09,CreateEvent,7246
2011-05-09,PullRequestEvent,1403
2011-05-09,ForkEvent,1416
2011-05-09,PublicEvent,41
2011-05-09,ForkApplyEvent,105
2011-05-09,DeleteEvent,584
2011-05-09,CommitCommentEvent,737
2011-05-09,GollumEvent,1082
2011-05-09,PushEvent,26605
2011-05-09,DownloadEvent,208
2011-05-09,FollowEvent,1594
2011-05-09,GistEvent,1257
2011-05-10,DeleteEvent,397
2011-05-10,FollowEvent,1478
2011-05-10,PushEvent,24086
2011-05-10,DownloadEvent,156
2011-05-10,ForkApplyEvent,78
2011-05-10,IssuesEvent,4081
2011-05-10,MemberEvent,302
2011-05-10,PublicEvent,55
2011-05-10,GistEvent,1359
2011-05-10,CommitCommentEvent,810
2011-05-10,IssueCommentEvent,4177
2011-05-10,CreateEvent,8982
2011-05-10,ForkEvent,1381
2011-05-10,GollumEvent,875
2011-05-10,WatchEvent,5028
2011-05-10,PullRequestEvent,1280
2011-05-11,ForkApplyEvent,140
2011-05-11,GollumEvent,1280
2011-05-11,PushEvent,28529
2011-05-11,IssuesEvent,3906
2011-05-11,MemberEvent,327
2011-05-11,GistEvent,1630
2011-05-11,WatchEvent,6173
2011-05-11,IssueCommentEvent,4774
2011-05-11,PublicEvent,34
2011-05-11,ForkEvent,1584
2011-05-11,CommitCommentEvent,839
2011-05-11,PullRequestEvent,1540
2011-05-11,FollowEvent,1820
2011-05-11,CreateEvent,7901
2011-05-11,DownloadEvent,226
2011-05-11,DeleteEvent,1467
2011-05-12,PushEvent,26164
2011-05-12,DeleteEvent,552
2011-05-12,GistEvent,1366
2011-05-12,GollumEvent,982
2011-05-12,FollowEvent,1650
2011-05-12,ForkEvent,1562
2011-05-12,WatchEvent,5518
2011-05-12,PublicEvent,51
2011-05-12,CreateEvent,5949
2011-05-12,IssueCommentEvent,3433
2011-05-12,PullRequestEvent,1384
2011-05-12,CommitCommentEvent,875
2011-05-12,MemberEvent,335
2011-05-12,IssuesEvent,2686
2011-05-12,ForkApplyEvent,96
2011-05-12,DownloadEvent,224
2011-05-13,PushEvent,24970
2011-05-13,IssuesEvent,3482
2011-05-13,ForkEvent,1524
2011-05-13,WatchEvent,5800
2011-05-13,GollumEvent,1032
2011-05-13,GistEvent,1375
2011-05-13,DeleteEvent,840
2011-05-13,MemberEvent,304
2011-05-13,CommitCommentEvent,645
2011-05-13,FollowEvent,1697
2011-05-13,CreateEvent,6099
2011-05-13,IssueCommentEvent,5292
2011-05-13,PublicEvent,33
2011-05-13,PullRequestEvent,1405
2011-05-13,ForkApplyEvent,66
2011-05-13,DownloadEvent,192
2011-05-14,WatchEvent,4065
2011-05-14,DownloadEvent,174
2011-05-14,GollumEvent,914
2011-05-14,CreateEvent,4774
2011-05-14,CommitCommentEvent,447
2011-05-14,DeleteEvent,356
2011-05-14,PublicEvent,23
2011-05-14,IssuesEvent,2049
2011-05-14,IssueCommentEvent,2206
2011-05-14,ForkApplyEvent,60
2011-05-14,PullRequestEvent,883
2011-05-14,PushEvent,19276
2011-05-14,ForkEvent,1063
2011-05-14,GistEvent,1265
2011-05-14,FollowEvent,1242
2011-05-14,MemberEvent,243
2011-05-15,GollumEvent,978
2011-05-15,CommitCommentEvent,492
2011-05-15,MemberEvent,203
2011-05-15,GistEvent,952
2011-05-15,PublicEvent,28
2011-05-15,CreateEvent,4733
2011-05-15,DeleteEvent,342
2011-05-15,ForkEvent,982
2011-05-15,ForkApplyEvent,131
2011-05-15,FollowEvent,1128
2011-05-15,PullRequestEvent,886
2011-05-15,PushEvent,20194
2011-05-15,IssueCommentEvent,2848
2011-05-15,IssuesEvent,2306
2011-05-15,DownloadEvent,250
2011-05-15,WatchEvent,4254
2011-05-16,GistEvent,1498
2011-05-16,GollumEvent,1190
2011-05-16,MemberEvent,312
2011-05-16,DeleteEvent,805
2011-05-16,FollowEvent,1494
2011-05-16,DownloadEvent,160
2011-05-16,PublicEvent,55
2011-05-16,CreateEvent,6732
2011-05-16,IssueCommentEvent,15018
2011-05-16,ForkEvent,1425
2011-05-16,ForkApplyEvent,110
2011-05-16,PushEvent,26376
2011-05-16,PullRequestEvent,1284
2011-05-16,CommitCommentEvent,721
2011-05-16,IssuesEvent,8372
2011-05-16,WatchEvent,5619
2011-05-17,PullRequestEvent,1416
2011-05-17,CommitCommentEvent,720
2011-05-17,DownloadEvent,152
2011-05-17,ForkApplyEvent,132
2011-05-17,GistEvent,1507
2011-05-17,FollowEvent,1581
2011-05-17,GollumEvent,1537
2011-05-17,PublicEvent,42
2011-05-17,WatchEvent,6046
2011-05-17,PushEvent,27367
2011-05-17,IssuesEvent,2579
2011-05-17,ForkEvent,1511
2011-05-17,IssueCommentEvent,3862
2011-05-17,DeleteEvent,672
2011-05-17,MemberEvent,347
2011-05-17,CreateEvent,6165
2011-05-18,CommitCommentEvent,665
2011-05-18,PublicEvent,38
2011-05-18,ForkEvent,1529
2011-05-18,MemberEvent,300
2011-05-18,WatchEvent,6581
2011-05-18,FollowEvent,1650
2011-05-18,DeleteEvent,819
2011-05-18,PullRequestEvent,1500
2011-05-18,IssueCommentEvent,3685
2011-05-18,GollumEvent,969
2011-05-18,GistEvent,1575
2011-05-18,PushEvent,27549
2011-05-18,DownloadEvent,152
2011-05-18,IssuesEvent,2443
2011-05-18,ForkApplyEvent,104
2011-05-18,CreateEvent,6231
2011-05-19,WatchEvent,6679
2011-05-19,PublicEvent,52
2011-05-19,PullRequestEvent,1507
2011-05-19,CreateEvent,8236
2011-05-19,FollowEvent,1676
2011-05-19,GollumEvent,1150
2011-05-19,PushEvent,27382
2011-05-19,ForkEvent,1649
2011-05-19,DeleteEvent,705
2011-05-19,IssuesEvent,2559
2011-05-19,IssueCommentEvent,3696
2011-05-19,DownloadEvent,194
2011-05-19,MemberEvent,295
2011-05-19,ForkApplyEvent,111
2011-05-19,CommitCommentEvent,826
2011-05-19,GistEvent,1553
2011-05-20,IssuesEvent,2127
2011-05-20,ForkApplyEvent,100
2011-05-20,PublicEvent,42
2011-05-20,GistEvent,1349
2011-05-20,DeleteEvent,442
2011-05-20,ForkEvent,1468
2011-05-20,GollumEvent,1090
2011-05-20,MemberEvent,241
2011-05-20,DownloadEvent,182
2011-05-20,IssueCommentEvent,2838
2011-05-20,CommitCommentEvent,607
2011-05-20,PullRequestEvent,1217
2011-05-20,PushEvent,22640
2011-05-20,CreateEvent,5189
2011-05-20,FollowEvent,1414
2011-05-20,WatchEvent,5203
2011-05-21,GistEvent,883
2011-05-21,PullRequestEvent,805
2011-05-21,IssueCommentEvent,1929
2011-05-21,DeleteEvent,250
2011-05-21,MemberEvent,221
2011-05-21,ForkEvent,926
2011-05-21,FollowEvent,1088
2011-05-21,ForkApplyEvent,104
2011-05-21,DownloadEvent,146
2011-05-21,PushEvent,16676
2011-05-21,CommitCommentEvent,377
2011-05-21,IssuesEvent,1990
2011-05-21,GollumEvent,759
2011-05-21,PublicEvent,39
2011-05-21,WatchEvent,4056
2011-05-21,CreateEvent,3948
2011-05-22,IssueCommentEvent,1971
2011-05-22,CommitCommentEvent,425
2011-05-22,MemberEvent,167
2011-05-22,GistEvent,176
2011-05-22,ForkApplyEvent,65
2011-05-22,PushEvent,17816
2011-05-22,FollowEvent,1128
2011-05-22,PullRequestEvent,823
2011-05-22,GollumEvent,739
2011-05-22,ForkEvent,871
2011-05-22,DeleteEvent,412
2011-05-22,PublicEvent,24
2011-05-22,IssuesEvent,1562
2011-05-22,CreateEvent,3859
2011-05-22,DownloadEvent,115
2011-05-22,WatchEvent,3968
2011-05-23,DeleteEvent,558
2011-05-23,CreateEvent,5787
2011-05-23,ForkEvent,1569
2011-05-23,PullRequestEvent,1541
2011-05-23,PushEvent,27853
2011-05-23,FollowEvent,1808
2011-05-23,DownloadEvent,236
2011-05-23,IssuesEvent,2538
2011-05-23,PublicEvent,49
2011-05-23,ForkApplyEvent,86
2011-05-23,WatchEvent,6118
2011-05-23,GollumEvent,1132
2011-05-23,IssueCommentEvent,3580
2011-05-23,MemberEvent,324
2011-05-23,CommitCommentEvent,833
2011-05-24,IssuesEvent,2872
2011-05-24,ForkApplyEvent,146
2011-05-24,PullRequestEvent,1696
2011-05-24,IssueCommentEvent,4203
2011-05-24,DeleteEvent,623
2011-05-24,FollowEvent,2273
2011-05-24,PublicEvent,52
2011-05-24,DownloadEvent,198
2011-05-24,CommitCommentEvent,1063
2011-05-24,PushEvent,29776
2011-05-24,GollumEvent,1164
2011-05-24,WatchEvent,6285
2011-05-24,MemberEvent,321
2011-05-24,CreateEvent,6311
2011-05-24,GistEvent,174
2011-05-24,ForkEvent,1732
2011-05-25,IssuesEvent,2679
2011-05-25,DownloadEvent,252
2011-05-25,PushEvent,29084
2011-05-25,GollumEvent,1073
2011-05-25,PublicEvent,61
2011-05-25,DeleteEvent,519
2011-05-25,GistEvent,1913
2011-05-25,FollowEvent,1925
2011-05-25,CreateEvent,7039
2011-05-25,IssueCommentEvent,4083
2011-05-25,ForkEvent,1773
2011-05-25,WatchEvent,5927
