time,type,count
2016-02-24,WatchEvent,79328
2016-02-24,PullRequestEvent,57797
2016-02-24,PullRequestReviewCommentEvent,18127
2016-02-24,CreateEvent,127265
2016-02-24,IssuesEvent,43068
2016-02-24,PublicEvent,781
2016-02-24,DeleteEvent,21855
2016-02-25,CommitCommentEvent,5408
2016-02-25,IssuesEvent,43420
2016-02-25,DeleteEvent,21391
2016-02-25,ReleaseEvent,3372
2016-02-25,PublicEvent,840
2016-02-25,GollumEvent,8345
2016-02-25,PushEvent,500614
2016-02-25,MemberEvent,6694
2016-02-25,ForkEvent,28400
2016-02-25,CreateEvent,126390
2016-02-25,PullRequestEvent,56400
2016-02-25,PullRequestReviewCommentEvent,16961
2016-02-25,IssueCommentEvent,88363
2016-02-25,WatchEvent,77794
2016-02-26,IssueCommentEvent,81463
2016-02-26,GollumEvent,6496
2016-02-26,CreateEvent,119091
2016-02-26,IssuesEvent,37833
2016-02-26,DeleteEvent,21052
2016-02-26,PullRequestReviewCommentEvent,15272
2016-02-26,PushEvent,479110
2016-02-26,ReleaseEvent,3072
2016-02-26,PullRequestEvent,53008
2016-02-26,CommitCommentEvent,4949
2016-02-26,WatchEvent,74452
2016-02-26,MemberEvent,5745
2016-02-26,PublicEvent,681
2016-02-26,ForkEvent,25999
2016-02-27,CreateEvent,85347
2016-02-27,CommitCommentEvent,2813
2016-02-27,PullRequestEvent,29467
2016-02-27,PushEvent,340596
2016-02-27,IssueCommentEvent,41207
2016-02-27,WatchEvent,48930
2016-02-27,DeleteEvent,12219
2016-02-27,PullRequestReviewCommentEvent,6224
2016-02-27,ForkEvent,17738
2016-02-27,MemberEvent,4186
2016-02-27,GollumEvent,4490
2016-02-27,ReleaseEvent,1936
2016-02-27,PublicEvent,528
2016-02-27,IssuesEvent,22868
2016-02-28,WatchEvent,50427
2016-02-28,PublicEvent,514
2016-02-28,CommitCommentEvent,3145
2016-02-28,PullRequestEvent,28991
2016-02-28,DeleteEvent,12838
2016-02-28,GollumEvent,4646
2016-02-28,IssuesEvent,22162
2016-02-28,IssueCommentEvent,40414
2016-02-28,PushEvent,363496
2016-02-28,MemberEvent,3190
2016-02-28,ForkEvent,17218
2016-02-28,CreateEvent,95939
2016-02-28,ReleaseEvent,2041
2016-02-28,PullRequestReviewCommentEvent,5894
2016-02-29,PullRequestEvent,53031
2016-02-29,DeleteEvent,21495
2016-02-29,IssuesEvent,40402
2016-02-29,PublicEvent,842
2016-02-29,CommitCommentEvent,5247
2016-02-29,GollumEvent,7696
2016-02-29,PushEvent,477118
2016-02-29,ForkEvent,27424
2016-02-29,WatchEvent,75595
2016-02-29,PullRequestReviewCommentEvent,15981
2016-02-29,ReleaseEvent,3284
2016-02-29,MemberEvent,6852
2016-02-29,CreateEvent,129271
2016-02-29,IssueCommentEvent,84357
2016-03-01,PublicEvent,853
2016-03-01,WatchEvent,78520
2016-03-01,CommitCommentEvent,5008
2016-03-01,PullRequestEvent,55900
2016-03-01,CreateEvent,130551
2016-03-01,DeleteEvent,21025
2016-03-01,PushEvent,481911
2016-03-01,MemberEvent,6836
2016-03-01,IssueCommentEvent,87040
2016-03-01,ReleaseEvent,3148
2016-03-01,GollumEvent,7871
2016-03-01,ForkEvent,29272
2016-03-01,IssuesEvent,40397
2016-03-01,PullRequestReviewCommentEvent,17366
2016-03-02,CommitCommentEvent,5200
2016-03-02,IssueCommentEvent,94620
2016-03-02,PullRequestEvent,57960
2016-03-02,PublicEvent,841
2016-03-02,PullRequestReviewCommentEvent,18114
2016-03-02,GollumEvent,7980
2016-03-02,WatchEvent,79990
2016-03-02,ForkEvent,29963
2016-03-02,DeleteEvent,22768
2016-03-02,PushEvent,504663
2016-03-02,ReleaseEvent,3088
2016-03-02,IssuesEvent,43569
2016-03-02,CreateEvent,141502
2016-03-02,MemberEvent,6597
2016-03-03,DeleteEvent,21590
2016-03-03,PublicEvent,796
2016-03-03,ReleaseEvent,3074
2016-03-03,PushEvent,520938
2016-03-03,IssueCommentEvent,90848
2016-03-03,IssuesEvent,41644
2016-03-03,MemberEvent,7447
2016-03-03,GollumEvent,7217
2016-03-03,PullRequestEvent,57374
2016-03-03,WatchEvent,84178
2016-03-03,CommitCommentEvent,5600
2016-03-03,CreateEvent,133481
2016-03-03,PullRequestReviewCommentEvent,17890
2016-03-03,ForkEvent,31124
2016-03-04,PushEvent,490868
2016-03-04,ReleaseEvent,2984
2016-03-04,ForkEvent,28596
2016-03-04,GollumEvent,7064
2016-03-04,PullRequestEvent,54297
2016-03-04,CommitCommentEvent,5089
2016-03-04,IssueCommentEvent,83250
2016-03-04,WatchEvent,75991
2016-03-04,PublicEvent,754
2016-03-04,DeleteEvent,20994
2016-03-04,PullRequestReviewCommentEvent,16442
2016-03-04,IssuesEvent,38494
2016-03-04,CreateEvent,124892
2016-03-04,MemberEvent,6575
2016-03-05,MemberEvent,4526
2016-03-05,PullRequestEvent,34260
2016-03-05,WatchEvent,49491
2016-03-05,DeleteEvent,13133
2016-03-05,PullRequestReviewCommentEvent,7473
2016-03-05,PushEvent,363482
2016-03-05,PublicEvent,481
2016-03-05,ReleaseEvent,2072
2016-03-05,CreateEvent,92306
2016-03-05,IssueCommentEvent,44779
2016-03-05,ForkEvent,19231
2016-03-05,IssuesEvent,23152
2016-03-05,GollumEvent,6147
2016-03-05,CommitCommentEvent,3092
2016-03-06,CreateEvent,87949
2016-03-06,IssueCommentEvent,42245
2016-03-06,WatchEvent,49076
2016-03-06,PullRequestEvent,31965
2016-03-06,MemberEvent,3342
2016-03-06,IssuesEvent,24791
2016-03-06,ReleaseEvent,2450
2016-03-06,PullRequestReviewCommentEvent,8043
2016-03-06,PushEvent,375255
2016-03-06,CommitCommentEvent,2746
2016-03-06,DeleteEvent,12642
2016-03-06,ForkEvent,17924
2016-03-06,PublicEvent,518
2016-03-06,GollumEvent,6514
2016-03-07,DeleteEvent,31891
2016-03-07,CreateEvent,128790
2016-03-07,ForkEvent,29700
2016-03-07,CommitCommentEvent,4968
2016-03-07,IssuesEvent,39412
2016-03-07,PublicEvent,785
2016-03-07,WatchEvent,79310
2016-03-07,MemberEvent,7650
2016-03-07,PushEvent,501327
2016-03-07,ReleaseEvent,2994
2016-03-07,IssueCommentEvent,84119
2016-03-07,PullRequestReviewCommentEvent,18217
2016-03-07,GollumEvent,7682
2016-03-07,PullRequestEvent,54585
2016-03-08,ReleaseEvent,3107
2016-03-08,CommitCommentEvent,5866
2016-03-08,WatchEvent,81680
2016-03-08,IssuesEvent,44701
2016-03-08,PushEvent,511230
2016-03-08,CreateEvent,134897
2016-03-08,MemberEvent,7610
2016-03-08,PublicEvent,821
2016-03-08,ForkEvent,31138
2016-03-08,IssueCommentEvent,88925
2016-03-08,PullRequestReviewCommentEvent,17944
2016-03-08,PullRequestEvent,56777
2016-03-08,DeleteEvent,22305
2016-03-08,GollumEvent,7642
2016-03-09,PushEvent,528465
2016-03-09,PullRequestReviewCommentEvent,17640
2016-03-09,MemberEvent,6776
2016-03-09,GollumEvent,7307
2016-03-09,WatchEvent,80881
2016-03-09,IssueCommentEvent,89397
2016-03-09,PublicEvent,832
2016-03-09,CreateEvent,131068
2016-03-09,CommitCommentEvent,5401
2016-03-09,ForkEvent,32541
2016-03-09,DeleteEvent,23789
2016-03-09,PullRequestEvent,59300
2016-03-09,ReleaseEvent,3137
2016-03-09,IssuesEvent,43708
2016-03-10,PublicEvent,782
2016-03-10,WatchEvent,77339
2016-03-10,PushEvent,495321
2016-03-10,ReleaseEvent,2884
2016-03-10,CommitCommentEvent,5308
2016-03-10,ForkEvent,29406
2016-03-10,PullRequestEvent,54603
2016-03-10,IssuesEvent,42021
2016-03-10,DeleteEvent,22329
2016-03-10,PullRequestReviewCommentEvent,16765
2016-03-10,IssueCommentEvent,84318
2016-03-10,GollumEvent,7128
2016-03-10,MemberEvent,5941
2016-03-10,CreateEvent,124518
2016-03-11,CommitCommentEvent,5167
2016-03-11,DeleteEvent,19710
2016-03-11,IssueCommentEvent,82707
2016-03-11,ForkEvent,29239
2016-03-11,PullRequestReviewCommentEvent,16264
2016-03-11,CreateEvent,119182
2016-03-11,GollumEvent,6774
2016-03-11,WatchEvent,79279
2016-03-11,ReleaseEvent,3040
2016-03-11,PublicEvent,710
2016-03-11,PullRequestEvent,53847
2016-03-11,MemberEvent,6134
2016-03-11,PushEvent,484689
2016-03-11,IssuesEvent,36711
2016-03-12,CreateEvent,85758
2016-03-12,IssueCommentEvent,42344
2016-03-12,PullRequestReviewCommentEvent,6336
2016-03-12,ReleaseEvent,2029
2016-03-12,DeleteEvent,12392
2016-03-12,WatchEvent,53655
2016-03-12,CommitCommentEvent,3192
2016-03-12,MemberEvent,3927
2016-03-12,GollumEvent,5087
2016-03-12,ForkEvent,19597
2016-03-12,IssuesEvent,22018
2016-03-12,PushEvent,350617
2016-03-12,PullRequestEvent,29336
2016-03-12,PublicEvent,520
2016-03-13,WatchEvent,51182
2016-03-13,MemberEvent,3150
2016-03-13,PublicEvent,562
2016-03-13,IssuesEvent,22664
2016-03-13,DeleteEvent,14091
2016-03-13,IssueCommentEvent,42557
2016-03-13,PullRequestReviewCommentEvent,5741
2016-03-13,ReleaseEvent,1977
2016-03-13,ForkEvent,19122
2016-03-13,CreateEvent,90198
2016-03-13,GollumEvent,6021
2016-03-13,PushEvent,371738
2016-03-13,CommitCommentEvent,2975
2016-03-13,PullRequestEvent,30225
2016-03-14,CommitCommentEvent,5101
2016-03-14,PublicEvent,831
2016-03-14,ForkEvent,29784
2016-03-14,ReleaseEvent,2985
2016-03-14,WatchEvent,81556
2016-03-14,IssueCommentEvent,84477
2016-03-14,PullRequestReviewCommentEvent,17773
2016-03-14,GollumEvent,6943
2016-03-14,PushEvent,497888
2016-03-14,MemberEvent,6295
2016-03-14,IssuesEvent,38679
2016-03-14,CreateEvent,130344
2016-03-14,DeleteEvent,20257
2016-03-14,PullRequestEvent,54478
2016-03-15,PullRequestEvent,56766
2016-03-15,IssueCommentEvent,87218
2016-03-15,GollumEvent,8251
2016-03-15,CommitCommentEvent,5335
2016-03-15,PublicEvent,859
2016-03-15,CreateEvent,130550
2016-03-15,IssuesEvent,40233
2016-03-15,ReleaseEvent,3171
2016-03-15,ForkEvent,30447
2016-03-15,DeleteEvent,19515
2016-03-15,MemberEvent,7048
2016-03-15,WatchEvent,83093
2016-03-15,PullRequestReviewCommentEvent,19016
2016-03-15,PushEvent,511780
2016-03-16,PullRequestEvent,56291
2016-03-16,ReleaseEvent,3130
2016-03-16,CreateEvent,133215
2016-03-16,GollumEvent,7606
2016-03-16,MemberEvent,6946
2016-03-16,IssueCommentEvent,88396
2016-03-16,PullRequestReviewCommentEvent,19794
2016-03-16,IssuesEvent,40304
2016-03-16,PushEvent,522092
2016-03-16,DeleteEvent,21705
2016-03-16,PublicEvent,758
2016-03-16,ForkEvent,31471
2016-03-16,CommitCommentEvent,3439
2016-03-16,WatchEvent,81634
2016-03-17,DeleteEvent,20738
2016-03-17,PushEvent,524814
2016-03-17,PublicEvent,884
2016-03-17,CommitCommentEvent,3512
2016-03-17,MemberEvent,6476
2016-03-17,PullRequestReviewCommentEvent,18265
2016-03-17,PullRequestEvent,55997
2016-03-17,ReleaseEvent,3137
2016-03-17,WatchEvent,80184
2016-03-17,ForkEvent,30371
2016-03-17,IssuesEvent,39009
2016-03-17,GollumEvent,7835
2016-03-17,IssueCommentEvent,87142
2016-03-17,CreateEvent,131713
2016-03-18,GollumEvent,7459
2016-03-18,PullRequestEvent,51838
2016-03-18,ForkEvent,28620
2016-03-18,MemberEvent,5536
2016-03-18,PublicEvent,644
2016-03-18,CommitCommentEvent,2937
2016-03-18,DeleteEvent,20007
2016-03-18,ReleaseEvent,3207
2016-03-18,PullRequestReviewCommentEvent,17725
2016-03-18,PushEvent,505129
2016-03-18,WatchEvent,73370
2016-03-18,IssuesEvent,35443
2016-03-18,CreateEvent,120789
2016-03-18,IssueCommentEvent,79929
2016-03-19,IssueCommentEvent,40412
2016-03-19,PullRequestEvent,27944
2016-03-19,ReleaseEvent,1947
2016-03-19,PullRequestReviewCommentEvent,6489
2016-03-19,PublicEvent,447
2016-03-19,WatchEvent,50029
2016-03-19,CreateEvent,85356
2016-03-19,IssuesEvent,22451
2016-03-19,DeleteEvent,11817
2016-03-19,PushEvent,365126
2016-03-19,CommitCommentEvent,1898
2016-03-19,MemberEvent,3746
2016-03-19,GollumEvent,4661
2016-03-19,ForkEvent,18707
2016-03-20,WatchEvent,48902
2016-03-20,GollumEvent,4774
2016-03-20,PushEvent,382403
2016-03-20,CreateEvent,88823
2016-03-20,CommitCommentEvent,1776
2016-03-20,PublicEvent,464
2016-03-20,ForkEvent,17870
2016-03-20,MemberEvent,3023
2016-03-20,IssuesEvent,22704
2016-03-20,PullRequestEvent,29171
2016-03-20,IssueCommentEvent,40659
2016-03-20,ReleaseEvent,2293
2016-03-20,PullRequestReviewCommentEvent,6092
2016-03-20,DeleteEvent,12062
2016-03-21,MemberEvent,6189
2016-03-21,DeleteEvent,21477
2016-03-21,CommitCommentEvent,3249
2016-03-21,GollumEvent,7109
2016-03-21,WatchEvent,76508
2016-03-21,PushEvent,503620
2016-03-21,PullRequestEvent,54820
2016-03-21,CreateEvent,129209
2016-03-21,IssuesEvent,39325
2016-03-21,ForkEvent,29213
2016-03-21,IssueCommentEvent,83651
2016-03-21,PullRequestReviewCommentEvent,19703
2016-03-21,ReleaseEvent,3184
2016-03-21,PublicEvent,798
2016-03-22,IssuesEvent,40957
2016-03-22,PublicEvent,795
2016-03-22,ForkEvent,30704
2016-03-22,PushEvent,508326
2016-03-22,PullRequestReviewCommentEvent,20060
2016-03-22,CommitCommentEvent,3261
2016-03-22,ReleaseEvent,3479
2016-03-22,GollumEvent,7213
2016-03-22,PullRequestEvent,59265
2016-03-22,MemberEvent,7051
2016-03-22,IssueCommentEvent,90550
2016-03-22,DeleteEvent,24787
2016-03-22,WatchEvent,80398
2016-03-22,CreateEvent,137691
2016-03-23,MemberEvent,5894
2016-03-23,WatchEvent,77327
2016-03-23,PullRequestEvent,60280
2016-03-23,ReleaseEvent,3780
2016-03-23,GollumEvent,7539
2016-03-23,PushEvent,499951
2016-03-23,IssueCommentEvent,89223
2016-03-23,ForkEvent,30201
2016-03-23,CreateEvent,135233
2016-03-23,CommitCommentEvent,3444
2016-03-23,DeleteEvent,24694
2016-03-23,IssuesEvent,39398
2016-03-23,PublicEvent,823
2016-03-23,PullRequestReviewCommentEvent,19557
2016-03-24,PullRequestEvent,56102
2016-03-24,ReleaseEvent,3509
2016-03-24,IssueCommentEvent,85361
2016-03-24,IssuesEvent,38379
2016-03-24,MemberEvent,5554
2016-03-24,CommitCommentEvent,3267
2016-03-24,PushEvent,487564
2016-03-24,ForkEvent,29863
2016-03-24,PullRequestReviewCommentEvent,19013
2016-03-24,CreateEvent,125516
2016-03-24,GollumEvent,8107
2016-03-24,PublicEvent,714
2016-03-24,DeleteEvent,20853
2016-03-24,WatchEvent,77773
2016-03-25,GollumEvent,6276
2016-03-25,CreateEvent,118498
2016-03-25,IssueCommentEvent,67824
2016-03-25,ReleaseEvent,2737
2016-03-25,IssuesEvent,31781
2016-03-25,MemberEvent,4524
2016-03-25,PullRequestEvent,47710
2016-03-25,PublicEvent,676
2016-03-25,PullRequestReviewCommentEvent,14101
2016-03-25,DeleteEvent,19751
2016-03-25,WatchEvent,71320
2016-03-25,ForkEvent,26307
2016-03-25,CommitCommentEvent,2423
2016-03-25,PushEvent,452981
2016-03-26,ReleaseEvent,1871
2016-03-26,PublicEvent,444
2016-03-26,WatchEvent,49416
2016-03-26,GollumEvent,4690
2016-03-26,MemberEvent,3259
2016-03-26,CommitCommentEvent,1734
2016-03-26,PushEvent,340798
2016-03-26,IssuesEvent,21217
2016-03-26,DeleteEvent,14067
2016-03-26,CreateEvent,83675
2016-03-26,PullRequestEvent,32182
2016-03-26,IssueCommentEvent,42176
2016-03-26,PullRequestReviewCommentEvent,6134
2016-03-26,ForkEvent,17862
2016-03-27,IssuesEvent,20227
2016-03-27,WatchEvent,49016
2016-03-27,MemberEvent,2228
2016-03-27,DeleteEvent,12172
2016-03-27,CreateEvent,77734
2016-03-27,ForkEvent,17371
2016-03-27,PushEvent,326901
2016-03-27,PublicEvent,424
2016-03-27,PullRequestEvent,27431
2016-03-27,PullRequestReviewCommentEvent,5851
2016-03-27,GollumEvent,4596
2016-03-27,IssueCommentEvent,37740
2016-03-27,ReleaseEvent,2554
2016-03-27,CommitCommentEvent,1585
2016-03-28,GollumEvent,6591
2016-03-28,PublicEvent,741
2016-03-28,PushEvent,468462
2016-03-28,WatchEvent,74892
2016-03-28,IssuesEvent,35398
2016-03-28,PullRequestReviewCommentEvent,15168
2016-03-28,DeleteEvent,22055
2016-03-28,MemberEvent,5032
2016-03-28,ForkEvent,27564
2016-03-28,ReleaseEvent,2715
2016-03-28,CreateEvent,125338
2016-03-28,PullRequestEvent,47767
2016-03-28,CommitCommentEvent,2753
2016-03-28,IssueCommentEvent,70953
2016-03-29,ReleaseEvent,3586
2016-03-29,GollumEvent,7053
2016-03-29,PublicEvent,771
2016-03-29,IssuesEvent,38860
2016-03-29,CreateEvent,134919
2016-03-29,PushEvent,513627
2016-03-29,ForkEvent,30208
2016-03-29,PullRequestEvent,58579
2016-03-29,WatchEvent,82477
2016-03-29,CommitCommentEvent,3085
2016-03-29,IssueCommentEvent,87497
2016-03-29,MemberEvent,7414
2016-03-29,PullRequestReviewCommentEvent,20126
2016-03-29,DeleteEvent,26479
2016-03-30,PullRequestEvent,60771
2016-03-30,IssuesEvent,40244
2016-03-30,CreateEvent,138122
2016-03-30,GollumEvent,8180
2016-03-30,ForkEvent,31203
2016-03-30,CommitCommentEvent,3528
2016-03-30,DeleteEvent,26954
2016-03-30,PublicEvent,959
2016-03-30,ReleaseEvent,3867
2016-03-30,IssueCommentEvent,89943
2016-03-30,PushEvent,528778
2016-03-30,MemberEvent,6481
2016-03-30,PullRequestReviewCommentEvent,20378
2016-03-30,WatchEvent,87161
2016-03-31,PullRequestEvent,60823
2016-03-31,MemberEvent,6143
2016-03-31,PublicEvent,896
2016-03-31,CreateEvent,133836
2016-03-31,PullRequestReviewCommentEvent,18557
2016-03-31,IssuesEvent,39252
2016-03-31,CommitCommentEvent,3322
2016-03-31,ForkEvent,30792
2016-03-31,WatchEvent,86562
2016-03-31,GollumEvent,7776
2016-03-31,IssueCommentEvent,87680
2016-03-31,DeleteEvent,24474
2016-03-31,PushEvent,508176
2016-03-31,ReleaseEvent,3607
2016-04-01,PullRequestReviewCommentEvent,16730
2016-04-01,PushEvent,460362
2016-04-01,ReleaseEvent,3117
2016-04-01,CreateEvent,122844
2016-04-01,GollumEvent,6352
2016-04-01,CommitCommentEvent,3217
2016-04-01,PullRequestEvent,55459
2016-04-01,PublicEvent,909
2016-04-01,DeleteEvent,21717
2016-04-01,IssuesEvent,37960
2016-04-01,IssueCommentEvent,76975
2016-04-01,ForkEvent,26857
2016-04-01,MemberEvent,6501
2016-04-01,WatchEvent,72850
2016-04-02,MemberEvent,4542
2016-04-02,PullRequestEvent,33545
2016-04-02,ReleaseEvent,2037
2016-04-02,ForkEvent,17990
2016-04-02,WatchEvent,48183
2016-04-02,PushEvent,337637
2016-04-02,CreateEvent,84441
2016-04-02,CommitCommentEvent,1809
2016-04-02,PullRequestReviewCommentEvent,6327
2016-04-02,GollumEvent,4305
2016-04-02,IssueCommentEvent,42825
2016-04-02,PublicEvent,485
2016-04-02,DeleteEvent,13310
2016-04-02,IssuesEvent,27047
2016-04-03,MemberEvent,3359
2016-04-03,PullRequestEvent,32693
2016-04-03,PullRequestReviewCommentEvent,6759
2016-04-03,PublicEvent,540
2016-04-03,PushEvent,361526
2016-04-03,IssuesEvent,27621
2016-04-03,CommitCommentEvent,1930
2016-04-03,DeleteEvent,13635
2016-04-03,WatchEvent,48983
2016-04-03,CreateEvent,89353
2016-04-03,ForkEvent,18069
2016-04-03,ReleaseEvent,1971
2016-04-03,GollumEvent,4807
2016-04-03,IssueCommentEvent,41488
2016-04-04,ForkEvent,26370
2016-04-04,IssueCommentEvent,84395
2016-04-04,CommitCommentEvent,2990
2016-04-04,MemberEvent,7687
2016-04-04,PullRequestEvent,56718
2016-04-04,WatchEvent,67174
2016-04-04,GollumEvent,7847
2016-04-04,PushEvent,475880
2016-04-04,CreateEvent,140256
2016-04-04,PullRequestReviewCommentEvent,18649
2016-04-04,ReleaseEvent,3425
2016-04-04,IssuesEvent,43429
2016-04-04,DeleteEvent,26197
2016-04-04,PublicEvent,854
2016-04-05,GollumEvent,7316
2016-04-05,PullRequestEvent,59938
2016-04-05,MemberEvent,7339
2016-04-05,PullRequestReviewCommentEvent,19915
2016-04-05,CreateEvent,146862
2016-04-05,PublicEvent,870
2016-04-05,CommitCommentEvent,3203
2016-04-05,PushEvent,492290
2016-04-05,ForkEvent,29247
2016-04-05,IssuesEvent,44996
2016-04-05,IssueCommentEvent,86367
2016-04-05,DeleteEvent,24554
2016-04-05,WatchEvent,77882
2016-04-05,ReleaseEvent,3413
2016-04-06,IssueCommentEvent,90141
2016-04-06,DeleteEvent,23156
2016-04-06,PullRequestReviewCommentEvent,20269
2016-04-06,ForkEvent,29995
2016-04-06,ReleaseEvent,3394
2016-04-06,PullRequestEvent,60759
2016-04-06,PublicEvent,842
2016-04-06,CreateEvent,137215
2016-04-06,GollumEvent,8322
2016-04-06,PushEvent,513496
2016-04-06,WatchEvent,78675
2016-04-06,MemberEvent,6869
2016-04-06,IssuesEvent,47402
2016-04-06,CommitCommentEvent,3277
2016-04-07,ReleaseEvent,3451
2016-04-07,PullRequestEvent,60518
2016-04-07,IssueCommentEvent,86767
2016-04-07,IssuesEvent,41400
2016-04-07,PushEvent,523949
2016-04-07,PullRequestReviewCommentEvent,19452
2016-04-07,ForkEvent,31389
2016-04-07,PublicEvent,866
2016-04-07,CommitCommentEvent,3533
2016-04-07,WatchEvent,84196
2016-04-07,GollumEvent,8554
2016-04-07,DeleteEvent,23478
2016-04-07,CreateEvent,143149
2016-04-07,MemberEvent,7053
2016-04-08,DeleteEvent,22830
2016-04-08,WatchEvent,77799
2016-04-08,IssuesEvent,39409
2016-04-08,IssueCommentEvent,81082
2016-04-08,GollumEvent,6741
2016-04-08,MemberEvent,6018
2016-04-08,CommitCommentEvent,2857
2016-04-08,PublicEvent,767
2016-04-08,CreateEvent,127968
2016-04-08,PushEvent,479153
2016-04-08,ForkEvent,29496
2016-04-08,PullRequestEvent,56939
2016-04-08,ReleaseEvent,3171
2016-04-08,PullRequestReviewCommentEvent,17747
2016-04-09,IssuesEvent,23107
2016-04-09,CommitCommentEvent,2013
2016-04-09,DeleteEvent,12406
2016-04-09,PullRequestEvent,32574
2016-04-09,PullRequestReviewCommentEvent,6649
2016-04-09,ForkEvent,19583
2016-04-09,CreateEvent,88416
2016-04-09,PushEvent,350258
2016-04-09,ReleaseEvent,1863
2016-04-09,GollumEvent,4837
2016-04-09,WatchEvent,50381
2016-04-09,PublicEvent,471
2016-04-09,IssueCommentEvent,41556
2016-04-09,MemberEvent,4778
2016-04-10,IssueCommentEvent,40567
2016-04-10,CreateEvent,89813
2016-04-10,IssuesEvent,22767
2016-04-10,PullRequestEvent,31462
2016-04-10,PullRequestReviewCommentEvent,6846
2016-04-10,CommitCommentEvent,1724
2016-04-10,WatchEvent,50299
2016-04-10,ForkEvent,19213
2016-04-10,PushEvent,367530
2016-04-10,PublicEvent,543
2016-04-10,ReleaseEvent,1981
2016-04-10,GollumEvent,5782
2016-04-10,DeleteEvent,14048
2016-04-10,MemberEvent,4209
2016-04-11,PullRequestEvent,59002
2016-04-11,MemberEvent,7800
2016-04-11,ReleaseEvent,3323
2016-04-11,WatchEvent,82671
2016-04-11,ForkEvent,30580
2016-04-11,IssuesEvent,41179
2016-04-11,DeleteEvent,23219
2016-04-11,CommitCommentEvent,3290
2016-04-11,PushEvent,512539
2016-04-11,GollumEvent,7785
2016-04-11,PublicEvent,831
2016-04-11,IssueCommentEvent,85956
2016-04-11,CreateEvent,138635
2016-04-11,PullRequestReviewCommentEvent,19837
2016-04-12,PullRequestEvent,61503
2016-04-12,IssueCommentEvent,89791
2016-04-12,WatchEvent,82687
2016-04-12,GollumEvent,7453
2016-04-12,PullRequestReviewCommentEvent,20969
2016-04-12,ForkEvent,32025
2016-04-12,MemberEvent,7853
2016-04-12,CreateEvent,142497
2016-04-12,PushEvent,520373
2016-04-12,DeleteEvent,24848
2016-04-12,CommitCommentEvent,3146
2016-04-12,PublicEvent,906
2016-04-12,ReleaseEvent,3241
2016-04-12,IssuesEvent,43761
2016-04-13,IssueCommentEvent,92459
2016-04-13,DeleteEvent,24568
2016-04-13,WatchEvent,83923
2016-04-13,IssuesEvent,44215
2016-04-13,CommitCommentEvent,4525
2016-04-13,ReleaseEvent,3374
2016-04-13,PushEvent,529469
2016-04-13,PullRequestEvent,60629
2016-04-13,MemberEvent,7481
2016-04-13,GollumEvent,7685
2016-04-13,PublicEvent,859
2016-04-13,ForkEvent,30653
2016-04-13,PullRequestReviewCommentEvent,19978
2016-04-13,CreateEvent,142820
2016-04-14,PushEvent,521835
2016-04-14,ForkEvent,30215
2016-04-14,IssueCommentEvent,92211
2016-04-14,PublicEvent,861
2016-04-14,MemberEvent,7127
2016-04-14,CreateEvent,132477
2016-04-14,PullRequestReviewCommentEvent,20198
2016-04-14,ReleaseEvent,3358
2016-04-14,IssuesEvent,42077
2016-04-14,DeleteEvent,24053
2016-04-14,PullRequestEvent,62014
2016-04-14,GollumEvent,7728
2016-04-14,WatchEvent,82516
2016-04-14,CommitCommentEvent,3424
2016-04-15,IssuesEvent,39632
2016-04-15,DeleteEvent,23025
2016-04-15,PushEvent,488134
2016-04-15,PullRequestReviewCommentEvent,18914
2016-04-15,PublicEvent,752
2016-04-15,CreateEvent,127167
2016-04-15,IssueCommentEvent,86091
2016-04-15,WatchEvent,77501
2016-04-15,ReleaseEvent,3315
2016-04-15,GollumEvent,6164
2016-04-15,PullRequestEvent,57369
2016-04-15,MemberEvent,6045
2016-04-15,ForkEvent,28384
2016-04-15,CommitCommentEvent,2920
2016-04-16,IssueCommentEvent,44375
2016-04-16,DeleteEvent,15858
2016-04-16,IssuesEvent,24131
2016-04-16,PublicEvent,503
2016-04-16,WatchEvent,51353
2016-04-16,MemberEvent,5311
2016-04-16,CommitCommentEvent,1636
2016-04-16,GollumEvent,4210
2016-04-16,PushEvent,360809
2016-04-16,ForkEvent,18754
2016-04-16,PullRequestReviewCommentEvent,6948
2016-04-16,ReleaseEvent,2021
2016-04-16,PullRequestEvent,33285
2016-04-16,CreateEvent,91006
2016-04-17,PullRequestEvent,33893
2016-04-17,MemberEvent,3410
2016-04-17,CreateEvent,89217
2016-04-17,ReleaseEvent,2483
2016-04-17,PublicEvent,526
2016-04-17,IssueCommentEvent,40735
2016-04-17,PullRequestReviewCommentEvent,9006
2016-04-17,WatchEvent,50491
2016-04-17,ForkEvent,17714
2016-04-17,PushEvent,377366
2016-04-17,GollumEvent,4311
2016-04-17,DeleteEvent,14128
2016-04-17,IssuesEvent,23353
2016-04-17,CommitCommentEvent,1810
2016-04-18,CreateEvent,130481
2016-04-18,ReleaseEvent,3411
2016-04-18,PublicEvent,857
2016-04-18,GollumEvent,7520
2016-04-18,PullRequestReviewCommentEvent,20506
2016-04-18,MemberEvent,7123
2016-04-18,CommitCommentEvent,3212
2016-04-18,ForkEvent,30115
2016-04-18,IssuesEvent,43152
2016-04-18,PullRequestEvent,61093
2016-04-18,IssueCommentEvent,88029
2016-04-18,DeleteEvent,24828
2016-04-18,WatchEvent,84858
2016-04-18,PushEvent,517333
2016-04-19,CreateEvent,137012
2016-04-19,ForkEvent,32185
